,FCLTY_NM,ITEM_NM,CTPRVN_NM,SIGNGU_NM,FCLTY_ADDR,FCLTY_DETAIL_ADDR,TEL_NO,COURSE_NM,x,y
5392,웅비태권도 교육관,태권도,충북,청주시,충청북도 청주시 상당구 교서로 60,",1층 (영동)",432224747,태권도/음악줄넘기,127.485945,36.64203861
5393,아이짐박사태권도,태권도,충북,청주시,충북 청원군 강외면 만수리,519번지503호,432376788,아이짐 박사태권도,127.3341441,36.63068031
5394,고려대 박연정 태권도,태권도,충북,청주시,충청북도 청주시 청원구 오창읍 중심상업로 20,거묵빌딩 3층(307~310호) 고려대 박연정 태권도,7076850707,유아~성인태권도(시니어) 전문,127.4302896,36.71253157
5395,신사 합기도 유도 키즈짐,합기도,충북,청주시,충청북도 청주시 청원구 내수읍 마산5길 11-2,3층,432165336,합기도 .유도,127.5356316,36.72482747
5396,고려대마린태권도,태권도,충북,청주시,충청북도 청주시 상당구 용암로 3,"(용암동, 덕성그린타운)단지내상가2층",432987997,마린태권도,127.5093034,36.60937289
5398,한국체대석사태권도,태권도,충북,청주시,충청북도 청주시 상당구 수영로259번길 29,3층 한국체대석사태권도(금천동),,한국체대석사태권도,127.503623,36.62784461
5399,다윈태권도,태권도,충북,청주시,충청북도 청주시 상당구 꽃산동로 33,83-11 번지 3층(금천동),432233707,태권도 수업,127.5085792,36.62345119
5400,강호체육관 청남도장,태권도,충북,청주시,충청북도 청주시 상당구 단재로 111,영운동 2층(영운동),,태권도,127.4975862,36.61929067
5401,거북이운동센터,기타종목,충북,청주시,충청북도 청주시 상당구 중고개로 285,4층(금천동),432215526,심리운동교실,127.5079484,36.62802765
5403,용암검도관,검도,충북,청주시,충청북도 청주시 상당구 용암북로120번길 31-1,리베로빌딩5층(용암동),,용암검도관,127.512384,36.61944405
5404,펀멀티짐,기타종목,충북,청주시,충청북도 청주시 상당구 산성로104번길 11,4층 펀멀티짐(용담동),,킥복싱주짓수,127.5051824,36.63196905
5405,신사아카데미 합기도 주짓수 유도,합기도,충북,청주시,충청북도 청주시 흥덕구 오송읍 오송생명5로 179,701호,432235336,합기도,127.3303107,36.63053708
5407,천명태권도,태권도,경기,성남시,경기도 성남시 수정구 청계산로1길 27,"더판교이룸 2층 204호,205호(고등동)",,태권도,127.0943241,37.42855753
5408,도화백호합기도,합기도,인천,미추홀구,인천광역시 미추홀구 숙골로 104,3층301호(도화동),328670650,호신술트릭킹,126.6626089,37.47146657
5409,월곶복싱체육관,복싱,경기,시흥시,경기도 시흥시 월곶중앙로 63,주연빌딩401호(월곶동),313177712,복싱,126.7380593,37.38877352
5410,가온용인대유도관,유도,경남,김해시,경상남도 김해시 내외중앙로 75,3층302호(내동),553370960,계응서,128.8667544,35.23679992
5412,대장부 태권도,태권도,대구,북구,대구광역시 북구 동북로 345,"상가401동 2층 207호(복현동, 복현푸르지오)",539568021,태권도,128.627348,35.89258902
5413,한국 파워점핑 줄넘기클럽,기타종목,경북,상주시,경상북도 상주시 동수4길 22,한국 파워점핑 줄넘기클럽(무양동),,한국파워점핑줄넘기클럽,128.1524081,36.42295499
5414,프리라움스포츠,축구(풋살),경남,거제시,경상남도 거제시 수양로 456-7,2층축구장(수월동),,풋살.다이어트여성축구.유소년축구.성인축구.재활,128.6403565,34.89317792
5415,목포운무합기도,기타종목,전남,목포시,전라남도 목포시 옥암로 157,2층(상동),612422510,특공무술 &amp;합기도(호신술),126.4230045,34.8124527
5416,필라테스 요가 서사이어티 쌍촌점,요가,광주,서구,광주광역시 서구 화정로 109,3층 필라테스 요가 서사이어티(쌍촌동),624703737,기구필라테스,126.8692926,35.145276
5417,산소발자국(금원요가),요가,대전,유성구,대전광역시 유성구 대학로 33,2층 금원요가(봉명동),428225124,웰니스요가,127.3422264,36.35687023
5418,어센트스포츠 강동점,기타종목,서울,강동구,서울특별시 강동구 올림픽로 847,(암사동) 지하1층,24269729,입시수업 헬스체대입시,127.1296575,37.55667027
5419,호신태권도,태권도,대전,유성구,대전광역시 유성구 월드컵대로290번길 3,2층 호신태권도(상대동),428250102,호신태권도,127.3323125,36.34805561
5420,알로하태권도장,태권도,대전,대덕구,대전광역시 대덕구 계족로598번길 37-13,2층 알로하태권도(법동),426325828,태권도와 인성교육,127.4329422,36.36595402
5421,TIA태권도,태권도,대전,유성구,대전광역시 유성구 은구비남로 41,201호 TIA태권도(지족동),428243077,주말반,127.3204024,36.37238931
5422,거인태권도,태권도,대전,대덕구,대전광역시 대덕구 계족산로5번안길 35,3층(법동),426225181,태권도,127.4324767,36.36745228
5423,신탄진복싱우슈클럽,복싱,대전,대덕구,대전광역시 대덕구 석봉북로24번길 6,2층 체육관(석봉동),426086592,신탄진복싱우슈클럽,127.4251528,36.44936398
5424,강무관 합기도,합기도,경기,남양주시,경기도 남양주시 늘을3로 65-6,4층 403호(호평동),315116790,합기도 수련,127.2476123,37.6597238
5425,슈퍼맨태권도장,태권도,경남,창원시,경상남도 창원시 진해구 웅천동로106번길 19,에코프라자 401호 슈퍼맨태권도(남문동),,태권도,128.7528611,35.10497289
5428,현무관,기타종목,경남,양산시,경상남도 양산시 대운로 169,2층(명동),553827875,"주짓수, 킥복싱, 격투기",129.1707903,35.40311241
5429,바디컴플리트,기타종목,대전,유성구,대전광역시 유성구 농대로 25,3층 바디컴플리트(궁동),428264474,DeepsixGFM,127.3528635,36.36288572
5430,수원시티에프씨협동조합,축구(풋살),경기,화성시,경기도 화성시 매송면 매송고색로503번길 219-7,수원시티FC축구센터,312912017,초등부취미반(주2회),126.952376,37.25058752
5431,팀플복싱,복싱,경기,수원시,경기도 수원시 권선구 세지로 91,2층(세류동),312226313,"정통복싱,다이어트복싱,학교입시 등",127.0181416,37.25991277
5432,오롯이유소년운동센터,종합체육시설,제주,제주시,제주특별자치도 제주시 수덕7길 32,오롯이(노형동),647455527,유소년생활체육,126.4742903,33.4856841
5433,컴뱃합기도,합기도,충남,서산시,충청남도 서산시 고운로 280,중앙상가 2층 컴뱃합기도 진무관(동문동),26678369,컴뱃합기도 호신술교실,126.4664343,36.78420358
5434,탑(TOP)태권도,태권도,충남,당진시,충청남도 당진시 대호만로 30-17,"단지내상가 2층 201호 탑(TOP)태권도(채운동, 대동 다:숲 아파트)",413577989,태권도,126.6225792,36.8990308
5435,내서검도관,검도,경남,창원시,경상남도 창원시 마산회원구 내서읍 호계본동1길 61-1,금옥빌딩 1층,,검도,128.5209288,35.26656891
5436,정남진복싱클럽,복싱,전남,장흥군,전라남도 장흥군 장흥읍 물레방앗간길 25-6,2층 정남진복싱클럽,618637878,복싱교육,126.906438,34.6792603
5437,금곡태권도,태권도,인천,서구,인천광역시 서구 완정로228번길 9,401호(금곡동),325620022,태권도,126.6513605,37.60463842
5439,월드키즈수영장,수영,충북,청주시,충청북도 청주시 서원구 남이면 가마길 51,월드키즈수영장,432942002,정규수업,127.4568564,36.59795834
5440,늘품합기도,합기도,전남,나주시,전라남도 나주시 남평읍 강변1길 33-19,2층,613332231,"합기도,킥복싱",126.8497393,35.04328703
5441,인의합기도,합기도,광주,광산구,광주광역시 광산구 하남대로 30,"상가동204호(하남동, 부영사랑으로)",6287503626,합기도,126.7959151,35.17960712
5442,아이휘트니스 혁신도시점,헬스,전북,전주시,전라북도 전주시 덕진구 기지로 72,"2층 201,202호(중동, 해피트리빌딩)",632212311,헬스,127.0599621,35.83808809
5443,국술관 옥련체육관,합기도,인천,연수구,인천광역시 연수구 한진로25번길 4,옥련동462-1 거산프라자 지층 가온합기도(옥련동),328333401,가온합기도,126.6477541,37.42495077
5444,지니어스음악줄넘기,기타종목,부산,동래구,부산광역시 동래구 안락로 82,4층 지니어스음악줄넘기(안락동),515267330,음악줄넘기,129.1059082,35.19927203
5445,명문합기도,합기도,경남,고성군,경상남도 고성군 고성읍 동외로168번길 69,2층 명문합기도,556725928,명문합기도,128.3297195,34.97657759
5446,리틀빅히어로태권도장,태권도,경남,함양군,경상남도 함양군 함양읍 함양로 1194,상가 3층 리틀빅히어로태권도장,559643332,태권도,127.7291851,35.52525338
5447,공명유도주짓수,유도,전북,전주시,전라북도 전주시 덕진구 건산로 233,3층(인후동1가),632419888,유도초중고,127.1627705,35.83456525
5448,위더스복싱,복싱,부산,기장군,부산광역시 기장군 기장읍 차성로 340,2층 위더스복싱,517211551,위더스복싱,129.2140188,35.24780524
5449,강북검도관,검도,대구,북구,대구광역시 북구 구암로65길 6,2층(구암동),533260505,강북검도관,128.5691068,35.94077897
5450,태안태권도장,태권도,경기,화성시,경기도 화성시 병점동로 63,4층 태안태권도장(병점동),312223348,"태권도,줄넘기",127.041878,37.20993201
5451,우수2태권도장,태권도,부산,남구,부산광역시 남구 황령대로319번가길 190-6,"103동 903호(대연동, 대우그린아파트)",516241172,태권도 수업,129.0890064,35.15109408
5452,강한특공무술,기타종목,전북,군산시,전라북도 군산시 계산로 89,3층 강한특공무술(지곡동),634622462,특공무술,126.7143079,35.95208257
5453,대구헬스,헬스,대구,달서구,대구광역시 달서구 구마로14남길 52,4층(본동),536338885,헬스,128.532323,35.83560557
5454,몬스터피트니스센터,헬스,충북,음성군,충청북도 음성군 음성읍 시장로 43,3층 몬스터피트니스센터,437508125,피트니스,127.6945504,36.93172741
5455,프로틴업점핑업,댄스(줌바 등),전북,전주시,전라북도 전주시 완산구 중화산로 111,2층(중화산동2가),632210202,점핑다이어트30회,127.1179379,35.82043458
5456,(주)양평패러글라이딩파크,기타종목,경기,양평군,경기도 양평군 옥천면 동막길 49,(주)양평패러글라이딩파크,317752681,패러글라이딩,127.4637122,37.55938707
5458,위너스FC,축구(풋살),대전,유성구,대전광역시 유성구 원신흥남로11번길 21,위너스풋살파크(원신흥동),,축구,127.3368164,36.33340354
5459,계림팀맥짐,복싱,광주,동구,광주광역시 동구 중앙로 260,3층(계림동),622276077,계림팀맥짐,126.9208909,35.15490557
5460,계명대 태양3태권도장,태권도,대구,달성군,대구광역시 달성군 다사읍 서재로24길 29,301동 201호(신성서 진흥더블파크),,태권도,128.500864,35.87312232
5461,레베랑스발레학원,무용(발레 등),경남,김해시,경상남도 김해시 월산로 111-61,부곡프라자 407호(부곡동),228175855,Basic Ballet,128.8010116,35.2033904
5462,성광태권도 서변관,태권도,대구,북구,대구광역시 북구 서변로 50,"208동 201,202호(서변동, 화성리버파크2단지)",539512998,이창훈,128.5970264,35.91990798
5463,머슬케어필라테스 루원시티점,필라테스,인천,서구,인천광역시 서구 가정로 437,"301동 A상가 B1층 110호(가정동, 루원시티 SK Leaders' VIEW)",325799183,5:1키즈그룹필라테스,126.6701177,37.52425246
5464,단재파워점핑줄넘기클럽,기타종목,충북,청주시,충청북도 청주시 상당구 1순환로 1204-5,엠타워 3층 302호 단재파워점핑줄넘기클럽(방서동),432912888,음악줄넘기,127.5005334,36.60501703
