,FCLTY_NM,FCLTY_TY_NM,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,FCLTY_ADDR,PROGRM_TY_NM,PROGRM_NM,PROGRM_TRGET_NM,PROGRM_BEGIN_DE,PROGRM_END_DE,PROGRM_ESTBL_WKDAY_NM,PROGRM_ESTBL_TIZN_VALUE,PROGRM_RCRIT_NMPR_CO,PROGRM_PRC,PROGRM_PRC_TY_NM,HMPG_URL,x,y
93,신도림생활체육관,생활체육관,1100000000,서울특별시,1153000000,구로구,서울특별시 구로구 경인로67길 149 (신도림동),골프,20 골프정기권_A,청소년이상,20241101,20241130,월수금,20:00~20:50,0,60000,,https://www.gurosisul.or.kr,126.8832346,37.51376124
94,신림체육센터,생활체육관,1100000000,서울특별시,1162000000,관악구,서울특별시 관악구 난곡로58길 13 (신림동),댄스(줌바 등),줌바댄스A,성인/청소년,20241101,20241130,월화목,14:00~14:50,0,45000,,https://booking.gwanakgongdan.or.kr,126.916032,37.48007066
95,신월문화체육센터수영장,수영장,1100000000,서울특별시,1147000000,양천구,충청북도 제천시 신월동   987,수영,오전10시A[접영이상],성인남녀,20241001,20241031,월수금,10:00~10:50,70,51600,,https://www.ycs.or.kr,128.1799232,37.15955781
97,양천구민체육센터수영장,수영장,1100000000,서울특별시,1147000000,양천구,신정동322-10,수영,어린이소그룹수영18B(성인풀강습),초등학생,20241001,20241031,화목,18:00~18:50,6,105000,,https://www.ycs.or.kr,126.8645862,37.51639668
98,여성문화회관 수영장,수영장,2800000000,인천광역시,2823700000,부평구,인천광역시 부평구 길주로 539 (갈산동),수영,12월-아쿠아로빅1,,20241201,20241231,월수금,07:30~08:20,0,0,,https://www.ifwf.or.kr,126.7219406,37.50786167
99,연제구국민체육센터,생활체육관,2600000000,부산광역시,2647000000,연제구,부산광역시 연제구 쌍미천로 132 (연산동),수영,오후수영주3회17시반,중고생이상,20241201,20241231,월수금,17:00~17:50,35,38000,수영주3회1개월(중고생),https://sports.yeonje.go.kr,129.0874854,35.18415343
100,열린금호교육문화관체육관,생활체육관,1100000000,서울특별시,1120000000,성동구,"서울특별시 성동구 금호산12길 3(금호동2가, 성덕빌라)",헬스,오후헬스(12~18시),중등~성인,20241001,20241031,월화수목금토,12:00~18:20,50,45000,,https://sports.happysd.or.kr,127.0197434,37.55196497
101,열우물경기장,수영장,2800000000,인천광역시,2823700000,부평구,인천광역시 부평구 열우물로 164 (십정동),수영,(19)저녁수영_주3회(연수),청소년이상,20241201,20241231,월수금,19:00~19:50,45,46000,,https://www.icsports.or.kr,126.6915932,37.48010516
102,영도구국민체육센터,생활체육관,2600000000,부산광역시,2620000000,영도구,부산광역시 영도구 함지로79번길 6 (동삼동),수영,[08시]새아침수영 A,성인,20241201,20241231,월수금,08:00-08:50,10,48600,일반: 여성위생:43740 실버:34020,https://www.ydsports.org,129.066859,35.07526538
103,영등포제1스포츠센터,생활체육관,1100000000,서울특별시,1156000000,영등포구,서울특별시 영등포구 신풍로 1 (신길동),필라테스,기구필라테스11B 무,청소년~만60세이하(기구필라테스),20241201,20241231,화목,11:00~11:50,7,0,,https://spc.y-sisul.or.kr,126.906305,37.50054207
104,영등포제2스포츠센터,생활체육관,1100000000,서울특별시,1156000000,영등포구,서울특별시 영등포구 국회대로 615 (당산동4가),댄스(줌바 등),★시니어발레12B 유,시니어발레(만50세이상),20241201,20241231,화목,12:00~12:50,20,0,,https://spc2.y-sisul.or.kr,126.9027314,37.52669243
105,오남체육문화센터,생활체육관,4100000000,경기도,4136000000,남양주시,경기도 남양주시 오남읍 진건오남로577번길 11,기타종목,파워스피닝 파워스피닝   오남체육문화센터 파워스피닝-파워스피닝 19B파워스피닝(이수연)   오남체육문화센터 파워스피닝-파워스피닝 19B파워스피닝(이수연) 주2회_성인(스피닝) 주2회_성인(스피닝),,20241001,20241031,화목,19:30~20:20,0,47000,,https://ncuc.or.kr,127.2098431,37.68486937
106,오남체육문화센터수영장,수영장,4100000000,경기도,4136000000,남양주시,경기도 남양주시 오남읍 양지로 156-19,수영,10/B1(화목)성인/청소년 주2회_성인,,20241201,20241231,화목,10:00~10:50,0,36000,,https://ncuc.or.kr,127.2022266,37.6929656
107,오산스포츠센터,생활체육관,4100000000,경기도,4137000000,오산시,경기도 오산시 경기동로 33 (오산동),골프,"골프강습08부(월수금,16:30) 우타석",어린이이상,20241001,20241031,월화수목금,16:30~17:30,3,225000,,,127.0756663,37.1587032
108,오정레포츠센터,생활체육관,4100000000,경기도,4119000000,부천시,경기도 부천시 상오정로 169 (오정동),기타종목,아쿠아테크 15시(2부),성인,20241001,20241031,월수금,15:00~16:50,80,70000,,https://www.best.or.kr,126.7964766,37.52915273
109,올림픽기념국민생활관,생활체육관,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 성균관로 91 (혜화동),에어로빅,웨이트로빅 09시 화목,성인/청소년,20241001,20241031,화목,09:00~09:50,10,38500,,https://www.ijongno.co.kr,126.9987803,37.59048902
110,올림픽기념국민생활관,생활체육관,2600000000,부산광역시,2635000000,해운대구,부산광역시 해운대구 APEC로 68 (우동),에어로빅,에어로빅 C,성인,20241201,20241231,월수금,14:00~14:45,13,0,,https://www.saba.or.kr,129.1376957,35.16742611
111,와부체육문화센터,생활체육관,4100000000,경기도,4136000000,남양주시,경기도 남양주시 와부읍 월문천로 51,기타종목,다목적강좌(1개월) 문화교실강좌(1개월)   와부체육문화센터 다목적강좌(1개월)-문화교실강좌(1개월) 10/A소수정예>SNPE바른자세운동(청소년~성인)   와부체육문화센터 다목적강좌(1개월)-문화교실강좌(1개월) 10/A소수정예>SNPE바른자세운동(청소년~성인) 바른자세척추운동(주2회) 바른자세척추운동(주2회),,20241001,20241031,월수,10:30~11:20,0,58000,,https://ncuc.or.kr,127.2180195,37.58580813
112,용산문화체육센터,생활체육관,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 백범로 350 (문배동),종합체육시설,SNPE(바른자세) 16_월수,청소년이상,20241101,20241130,월수,16:00~16:50,0,58000,,https://yssports.yong-san.or.kr,126.9676278,37.53724193
113,용산청소년수련관,생활체육관,1100000000,서울특별시,1117000000,용산구,서울특별시 용산구 이촌로71길 24 (이촌동),댄스(줌바 등),"리듬체조초급(토)09:00바른몸사용,리듬감각키우기",대상어린이(6~12세),20241201,20241231,요일토,09:00-09:50,0,0,,https://yongsanyouth.or.kr,126.9732982,37.5213567
114,원주국민체육센터,생활체육관,5100000000,강원특별자치도,5113000000,원주시,강원특별자치도 원주시 남원로 551 (명륜동),수영,수영_상급반_09시_일반,경로,20241001,20241031,화수목금토일,05:00~22:00,0,30000,,,127.9463037,37.33383071
115,은평구민체육센터,생활체육관,1100000000,서울특별시,1138000000,은평구,서울특별시 은평구 진관1로 40 (진관동),탁구,탁구(월수금10시),어린이이상,20241201,20241231,월수금,10:00~11:50,25,38000,,https://www.efmc.or.kr,126.9235813,37.63044073
116,의왕시국민체육센터,생활체육관,4100000000,경기도,4143000000,의왕시,경기도 의왕시 복지로 27 (내손동),탁구,20시 월수금 탁구,전체,20241101,20241130,월수금,20:00~20:50,0,66000,,https://reserve.uuc.or.kr,126.9751657,37.3820352
117,의왕청소년수련관체육관,구기체육관,4100000000,경기도,4143000000,의왕시,경기도 의왕시 문화공원로 33 (고천동),기타종목,엔트리코딩 토14시,초등,20241101,20241130,토,14:00~14:50,0,60000,,https://www.uyf.or.kr,126.9719381,37.34179505
118,이문체육문화센터,생활체육관,1100000000,서울특별시,1123000000,동대문구,서울특별시 동대문구 한천로58길 81-49 (이문동),스쿼시,"스쿼시 21시 고급B(화,목)",청소년~성인,20241101,20241130,화목,21:00~21:50,0,35200,,https://www.dfmc.kr:8443,127.0687022,37.60224436
119,장유스포츠센터,생활체육관,4800000000,경상남도,4825000000,김해시,경상남도 김해시 번화2로 72 (삼문동),수영,신규_17시 [1.기초] 수영 처음 배우는분,초등학생,20241101,20241130,월화수목금,17:00~17:50,0,48000,,https://ghdc.or.kr,128.8049437,35.1957256
120,정관아쿠아드림파크,수영장,2600000000,부산광역시,2671000000,기장군,부산광역시 기장군 정관읍 모전로 7,수영,11시 05분 월자유수영6반(화~금),,20241001,20241031,화수목금,11:05~11:55,40,0,,https://regs.gijangcmc.or.kr,129.1631509,35.34132097
121,정자청소년수련관체육관,생활체육관,4100000000,경기도,4113500000,성남시 분당구,경기도 성남시 분당구 성남대로407번길 12 (정자동),기타종목,(성인)바리스타 자격증과정A(3개월과정)(목)10시,성인,20241001,20241031,목,10:00~12:30,9,45000,,https://snyouth.or.kr,127.1063236,37.37276163
122,종로구민회관,생활체육관,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 지봉로5길 7-5 (창신동),기타종목,"스피닝(월수금,19시)",청소년성인,20241101,20241130,월수금,19:00~19:50,0,71500,,https://www.ijongno.co.kr,127.0143661,37.57350028
123,종로문화체육센터수영장,수영장,1100000000,서울특별시,1111000000,종로구,서울특별시 종로구 인왕산로1길 21 (사직동),수영,토요수영09D(성인중상급)(평영~접영),성인,20241101,20241130,토,09:00~09:50,0,110000,,https://www.ijongno.co.kr,126.964661,37.57420982
124,중곡문화체육센터,생활체육관,1100000000,서울특별시,1121500000,광진구,서울특별시 광진구 능동로 433 (중곡동),무용(발레 등),[특화]바른자세&다이어트 위한 발레 피트니스 A,중고등~성인,20241101,20241130,화목,12:00~12:50,0,50000,,https://booking.gwangjin.or.kr,127.0848024,37.5677792
125,진접체육문화센터,생활체육관,4100000000,경기도,4136000000,남양주시,경기도 남양주시 진접읍 금강로 1509-24,종합체육시설,실내체육관 실내체육관/성인   진접체육문화센터 실내체육관-실내체육관/성인 10/A탁구(월수금/김성희)   진접체육문화센터 실내체육관-실내체육관/성인 10/A탁구(월수금/김성희) 실내체육관_건강주3회(성인) 실내체육관_건강주3회(성인),,20241001,20241031,월수금,10:20~12:10,0,45900,,https://ncuc.or.kr,127.1897102,37.72711588
126,천안국민체육센터,생활체육관,4400000000,충청남도,4413300000,천안시 서북구,충청남도 천안시 서북구 번영로 208 (백석동),기타종목,월수금반16시,성인및청소년,20241001,20241031,월수금,16:00~16:20,1,180000,실내테니스강습(월수금)_성인,,127.1133052,36.81910075
127,천안축구센터,축구장,4400000000,충청남도,4413300000,천안시 서북구,충청남도 천안시 서북구 축구센터로 150 (성정동),축구(풋살),초등1학년(목요일),천안시민,20241201,20241231,목,19:50~21:10,14,30000,축구교실,https://sports.cfmc.or.kr,127.1457655,36.82144008
128,청담평생학습관골프연습장,골프연습장,1100000000,서울특별시,1168000000,강남구,강남구 청담동35-10,골프,골프저녁08,성인,20241101,20241130,화목,21:00~21:50,0,60000,,https://life.gangnam.go.kr,127.0464351,37.51910908
129,충무아트홀스포츠센터수영장,수영장,1100000000,서울특별시,1114000000,중구,서울특별시 중구 퇴계로 387(흥인동),수영,건강수영G,성인,20241001,20241031,월수금,15:00~15:50,50,57000,,https://www.e-junggu.or.kr,127.0147909,37.56594097
130,충주국민체육센터수영장,수영장,4300000000,충청북도,4313000000,충주시,충청북도 충주시 중원대로 3306 (호암동),기타종목,09시 오전2반 중급[화목],청소년이상,20241101,20241130,화목,09:30~10:20,0,5000,,https://www.cjfmc.or.kr,127.9269064,36.96271929
131,탄천스포츠센터,구기체육관,4100000000,경기도,4113000000,성남시,경기도 성남시 분당구 탄천로 215 (야탑동),기타종목,[07시] 기간수료_연수반_주4회,성인,20241101,20241130,월화목금,07:00~07:50,0,48000,,https://spo.isdc.co.kr,127.120513,37.41179093
132,탄천종합운동장 체육회관 수영장,수영장,4100000000,경기도,4113000000,성남시,분당구야탑동 탄천로 215,수영,[11시] 1개월차_기초반(대기)_주4회,성인,20241201,20241231,월화목금,11:00~11:50,0,48000,,https://spo.isdc.co.kr,127.120513,37.41179093
133,탄천종합운동장체육회관빙상장,빙상장,4100000000,경기도,4113000000,성남시,야탑동 486번지,기타종목,[17시] 스피드 (토),성인,20241001,20241031,토,17:00~17:50,0,20250,,https://spo.isdc.co.kr,127.1206638,37.41041104
134,태전국민체육센터-생활체육관,생활체육관,4100000000,경기도,4161000000,광주시,경기도 광주시 벼루개길42번길 20 (태전동),요가,07시/A_모닝힐링요가[다목적1실],청소년이상,20241201,20241231,월수금,07:00~07:50,15,30000,,https://gjcenter.gjcs.or.kr,127.2330932,37.38136867
135,평생학습관,생활체육관,4400000000,충청남도,4420000000,아산시,충청남도 아산시 남부로 92 (용화동),배드민턴,기초배드민턴(오후),성인/월~금(13:00~15:00),20241101,20241130,월,13:00~15:00,60,50000,,https://yeyak.asan.go.kr,126.9921609,36.77090281
136,평생학습관 수영장,수영장,4100000000,경기도,4143000000,의왕시,경기도 의왕시 오전로 122 (오전동),에어로빅,14시 월수금 아쿠아로빅,성인남녀,20241001,20241031,월수금,13:50~14:49,50,51700,,https://reserve.uuc.or.kr,126.975459,37.35505601
137,포항국민체육센터,생활체육관,4700000000,경상북도,4711000000,포항시,경상북도 포항시 북구 양학로 166 (학잠동),에어로빅,(※!추첨제)에어로빅오후반,13세이상,20241101,20241130,화수목,14:30~15:20,35,30000,에어로빅,https://reservation.phsisul.org,129.3414653,36.03557768
138,포항생활야구장,야구장,4700000000,경상북도,4711000000,포항시,경상북도 포항시 남구 중흥로162번길 42-4 (상도동),야구,리틀야구장(일요일),초등학교3~6학년,20241101,20241130,일,13:30~16:30,25,30000,일반회원,https://reservation.phsisul.org,129.3583747,36.0163823
139,포항실내수영장,수영장,4700000000,경상북도,4711000000,포항시,경상북도 포항시 남구 희망대로 810 (대도동),수영,F5.오전_심화반(11시00분),교정반수준,20241101,20241130,월화수목금,11:00~11:50,30,68000,강습수영(성인),https://reservation.phsisul.org,129.3628907,36.00839814
140,해동이국민체육센터,생활체육관,4800000000,경상남도,4825000000,김해시,경상남도 김해시 삼계로 132 (삼계동),에어로빅,"(新)11시30분 아쿠아로빅[화,목]",청소년이상,20241201,20241231,화목,11:30~12:20,4,33000,,https://ghdc.or.kr,128.8803631,35.2583233
141,해오름휘트니스센터,생활체육관,1100000000,서울특별시,1129000000,성북구,"서울특별시 성북구 성북로4길 52 (돈암동, 한신한진아파트)",헬스,해오름 헬스,청소년,20241201,20241231,월화수목금토,06:00~22:00,400,39000,,https://www.gongdan.go.kr,127.012706,37.59447253
142,호평체육문화센터,생활체육관,4100000000,경기도,4136000000,남양주시,경기도 남양주시 늘을2로 67 (호평동),에어로빅,파워엘빅D 성인(주3회),,20241201,20241231,월수금,06:00~06:50,0,45900,,https://www.ncuc.or.kr,127.2422797,37.65887795
143,화도체육문화센터,생활체육관,4100000000,경기도,4136000000,남양주시,경기도 남양주시 화도읍 수레로 1259,요가,여성건강공요가 주3회(성인),,20241201,20241231,월수금,13:00~13:50,0,45900,,https://ncuc.or.kr,127.3011741,37.6496096
144,화성국민체육센터 체육시설,기타시설,4100000000,경기도,4159000000,화성시,경기도 화성시 봉담읍 동화길 18,기타종목,06B 새벽반_마스터(15개월기간수료),성인/청소년,20241201,20241231,화목,06:00~06:50,500,50000,,https://www.hsuco.or.kr,126.9517321,37.22067432
145,환경에너지시설내테니스장,테니스장,4100000000,경기도,4128500000,고양시 일산동구,경기도 고양시 일산동구 경의로 115 (백석동),테니스,테니스(화목)-단체오후2반 화목15:00~15:50,성인,20241201,20241231,화목,15:00~15:50,0,34100,,https://yeyak.gys.or.kr,126.7961231,37.6433245
146,환경에너지시설수영장,수영장,4100000000,경기도,4128500000,고양시 일산동구,경기도 고양시 일산동구 경의로 84 (백석동),수영,"수영(화목)-오전4반(기초,초급) 화목10:00~10:50",성인,20241201,20241231,화목,10:00~10:50,0,38500,,https://yeyak.gys.or.kr,126.7951289,37.64112005
147,황새울국민체육센터,생활체육관,4100000000,경기도,4113500000,성남시 분당구,경기도 성남시 분당구 황새울로 273(수내동),헬스,"헬스_월,화,수,목,금_15시30분",성인,20241001,20241031,월화수목금,15:30~18:00,0,45000,,https://spo.isdc.co.kr,127.1167358,37.38254594
148,흑석체육센터,생활체육관,1100000000,서울특별시,1159000000,동작구,서울특별시 동작구 현충로 73 (흑석동),배드민턴,체육관 배드민턴   흑석체육센터 체육관-배드민턴 배드민턴개인레슨회원체육관비용결제/민턴개인레슨결제회원 체육관사용료(성인)   흑석체육센터 체육관-배드민턴 배드민턴개인레슨회원체육관비용결제/민턴개인레슨결제회원 체육관사용료(성인),,20241101,20241130,화목,13:00~15:50,0,25300,,https://sports.idongjak.or.kr,126.9634463,37.51005512
