FCLTY_NM,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,RPRSNTV_TEL_NO,RDNMADR_CD,FCLTY_ROAD_NM_ADDR,FCLTY_CRDNT_LO,FCLTY_CRDNT_LA,GID_CD
두드림감각운동발달센터,41,경기,41130,성남시,,4.11353E+11,경기도 성남시 분당구 야탑로 243부건프라자 4층 두드림(야탑동),127.1455273,37.4073826,다사686343
두드림복싱다이어트,31,울산,31710,울주군,522715566,3.17103E+11,울산광역시 울주군 온양읍 온양로 80효성빌딩3층,129.2804283,35.4105346,마마616142
두드림사회적협동조합,52,전북,52110,전주시,632432626,5.21135E+11,전라북도 전주시 덕진구 호성1길 33-10303호(호성동1가),127.1526751,35.8561892,다마686622
두드림스포츠발달센터,27,대구,27260,수성구,29820675,2.71403E+11,대구광역시 동구 동촌로 265-13층(방촌동),128.669058,35.8802574,마마055654
두드림탁구클럽,41,경기,41250,동두천시,,4.12503E+11,경기도 동두천시 중앙로 1167층 703호(지행동),127.052518,37.8917688,다사606880
두란노태권도장,52,전북,52180,정읍시,635371225,5.21803E+11,전라북도 정읍시 정읍남로 1327-92차상가 301호 두란노태권도장(시기동),126.8474024,35.559427,다마408294
두루바른사회적협동조합,51,강원,51130,원주시,337437575,5.11303E+11,강원특별자치도 원주시 시청로 21-1304호(무실동),127.9230771,37.3409825,라사374269
두류테니스장,27,대구,27290,달서구,536544848,2.72903E+11,대구광역시 달서구 야외음악당로 194두류테니스장(두류동),128.5589837,35.8515671,라마956621
두미르태권도장,51,강원,51110,춘천시,332521357,5.11104E+11,강원도 춘천시 영서로 2756번길 8-11층,127.7291836,37.8990986,라사201888
두산은가비태권도장,11,서울,11620,관악구,28833337,1.16203E+11,서울특별시 관악구 봉천로 391두산A상가 4층 두산은가비태권도(봉천동),126.9432631,37.4834822,다사507428
두암석사태권도,29,광주,29170,북구,22616909,2.91703E+11,광주 북구 두암2동 117번지 무등파크3차상가3층,126.9385552,35.1710694,다라488863
두잇피트니스,47,경북,47150,김천시,,4.71503E+11,경상북도 김천시 시청로 612층 두잇피트니스(신음동),128.1172241,36.1338451,라마555931
두잉운동발달연구소,11,서울,11440,마포구,7086882042,1.14403E+11,"서울특별시 마포구 월드컵로 190907,909호(성산동)",126.903272,37.5641826,다사473518
두호참태권도,47,경북,47110,포항시,542495999,4.71135E+11,"경상북도 포항시 북구 학전로111번길 223,4층(두호동)",129.3737045,36.0631672,마마687867
둔산주짓수클럽,30,대전,30170,서구,424858226,3.01704E+11,대전광역시 서구 계룡로553번안길 653층 둔산주짓수클럽(탄방동),127.3888779,36.3461027,다바900165
둔산합기도특공무술,30,대전,30170,서구,424878777,3.01703E+11,대전광역시 서구 문정로 1783층(둔산합기도특공무술)(둔산동),127.395487,36.350016,다바906169
둔촌탁구교실,11,서울,11740,강동구,24773959,1.17403E+11,"서울특별시 강동구 명일로 113상가지층 둔촌탁구교실(둔촌동, 둔촌하이츠아파트)",127.1422309,37.5294404,다사683478
둘리당구클럽,26,부산,26350,해운대구,517019653,2.63504E+11,부산광역시 해운대구 양운로42번길 162층 둘리당구장(좌동),129.1776233,35.1683342,마라527871
드라코짐,11,서울,11530,구로구,,1.15303E+11,"서울특별시 구로구 서해안로 2118골든클래스 503,504(항동)",126.8247767,37.4812105,다사403426
드래곤볼링예산점,44,충남,44810,예산군,23350888,4.48102E+11,충청남도 예산군 예산읍 금오대로 35-142층 드래곤볼링,126.832413,36.6944064,다바403553
드래곤짐,41,경기,41130,성남시,,4.11332E+11,경기도 성남시 중원구 둔촌대로 3881층 128호(상대원동),127.1592797,37.432633,다사698371
드래곤태권도장,46,전남,46900,진도군,615445258,4.69005E+11,전라남도 진도군 진도읍 쌍정2길 393층,126.2650986,34.4831642,나라866106
드림2태권도장,27,대구,27260,수성구,537634041,2.72603E+11,"대구광역시 수성구 파동로 223상가2층 201호(파동, 송원맨션)",128.6108865,35.8225824,마마003590
드림YT탁구교실,47,경북,47110,포항시,,4.71113E+11,경상북도 포항시 남구 상공로 38보성빌딩3층(상도동),129.3565423,36.0118262,마마673810
드림당구장,50,제주,50110,제주시,647123949,5.01103E+11,제주특별자치도 제주시 도령로 113층301호(노형동),126.4805092,33.4870503,다나052999
드림바디유도클럽 (중리관),30,대전,30230,대덕구,426332728,3.02303E+11,대전광역시 대덕구 중리서로 83럭키스포츠 2층 드림바디유도클럽(중리관)(중리동),127.42282,36.3663485,다바930187
드림스포츠아카데미,28,인천,28260,서구,,2.82604E+11,인천광역시 서구 청라에메랄드로102번길 8-225층 드림스포츠아카데미(청라동),126.6589366,37.5334033,다사256485
드림에듀지점,41,경기,41280,고양시,,4.12853E+11,경기도 고양시 일산동구 중산로 234승산빌딩5층(중산동),126.7807062,37.6928456,다사365661
드림온평생교육원,41,경기,41130,성남시,27094560,4.11353E+11,"경기도 성남시 분당구 서현로 170326호(서현동, 풍림아이원플러스)",127.1225147,37.3889964,다사665322
드림유어바디,11,서울,11305,강북구,,1.13054E+11,"서울특별시 강북구 도봉로15길 113,4층(미아동)",127.0291318,37.6163599,다사584575
드림점핑,28,인천,28260,서구,7086911783,2.82603E+11,인천광역시 서구 검단로 474304호 드림점핑(왕길동),126.6570894,37.6016277,다사255561
드림점핑,41,경기,41550,안성시,,4.15504E+11,경기도 안성시 공도읍 진사길 113층 드림점핑,127.1384715,36.9929072,다바678883
드림주니어태권도,48,경남,48330,양산시,553855551,4.83305E+11,경상남도 양산시 신명동6길 3상가 3층 드림주니어태권도(명동),129.1689182,35.4044014,마마515133
드림짐,27,대구,27110,중구,532525175,2.71103E+11,대구광역시 중구 남산로 614층(남산동),128.5821208,35.8620408,라마977633
드림키즈아동발달센터,44,충남,44130,천안시,415645667,4.41335E+11,충청남도 천안시 서북구 불당33길 22불당고은타워 802호 드림키즈아동발달센터(불당동),127.1081329,36.8119601,다바650682
드림탁구교실,48,경남,48120,창원시,,4.81253E+11,경상남도 창원시 마산합포구 월영동로 32층 드림탁구교실(해운동),128.5628216,35.1802725,라라967877
드림탁구장,29,광주,29200,광산구,629510303,2.92003E+11,광주광역시 광산구 풍영로 83203호(월곡동),126.8108895,35.1794654,다라372873
드림탁구클럽,47,경북,47110,포항시,,4.71113E+11,경상북도 포항시 남구 상대로 1042층 드림탁구클럽,129.3579343,36.0137089,마마674812
드림탁구클럽,41,경기,41150,의정부시,318365466,4.11503E+11,경기도 의정부시 평화로 3033층 드림탁구클럽(호원동),127.0470782,37.7190441,다사600689
드림태권도,29,광주,29170,북구,622686663,2.91703E+11,광주광역시 북구 삼정로 514층,126.9370525,35.1665543,다라487858
드림태권도,31,울산,31710,울주군,522387757,3.17104E+11,울산광역시 울주군 온산읍 영남7길 13상가2층드림태권도(온산동원아파트),129.3062736,35.441198,마마639176
드림태권도,41,경기,41590,화성시,,4.15903E+11,경기도 화성시 정남면 만년로 442-102층 드림태권도,126.9825821,37.1613892,다사540070
드림태권도장,26,부산,26320,북구,513311199,2.63204E+11,부산광역시 북구 함박봉로140번가길 64층 드림태권도장(만덕동),129.0330581,35.2033026,마라395908
드림팀 합기도,46,전남,46710,담양군,613824001,4.67103E+11,전라남도 담양군 담양읍 중앙로 652층 드림팀 합기도,126.9825869,35.3189427,다마529027
드림필라테스&PT,27,대구,27260,수성구,,2.72603E+11,대구광역시 수성구 용학로 198지산빌딩 5층(지산동),128.6301437,35.8217214,마마020589
드림헬스클럽,51,강원,51150,강릉시,336430074,5.11504E+11,강원특별자치도 강릉시 용지각길 141층(포남동),128.9055208,37.7609089,마사238744
드림휘트니스,52,전북,52130,군산시,24454457,5.21303E+11,전북특별자치도 군산시 대학로 641층 드림휘트니스(명산동),126.7096004,35.9848334,다마287767
드림휘트니스,46,전남,46870,영광군,613516166,4.68703E+11,전라남도 영광군 영광읍 물무로 2142층 드림휘트니스,126.5147239,35.2718126,다라103978
드림히어로즈 태권도장,41,경기,41310,구리시,315910201,4.13103E+11,경기도 구리시 갈매순환로 1945층 드림히어로즈 태권도장(갈매동),127.1217995,37.6366379,다사666597
들리지않는홈런소리,52,전북,52190,남원시,,5.21903E+11,전라북도 남원시 용성로 49-2(유)들리지않는홈런소리(동충동),127.3821934,35.4092334,다마893126
디딤돌,51,강원,51110,춘천시,,5.11103E+11,강원도 춘천시 공지로 1292층 디딤돌(석사동),127.7465061,37.8577088,라사216842
디딤돌동양체육관,48,경남,48120,창원시,552418735,4.81273E+11,경상남도 창원시 마산회원구 회원남로 83지하1층(회원동),128.5703573,35.2192836,라라974920
디딤발달센터,27,대구,27230,북구,,2.72304E+11,대구광역시 북구 칠곡중앙대로77길 28-11층 디딤발달센터(태전동),128.545322,35.9314678,라마942710
디딤터,41,경기,41450,하남시,,4.14503E+11,경기도 하남시 미사강변한강로 135스카이폴리스 나동 601호 디딤터 재활운동센터(망월동),127.1917806,37.5766518,다사727530
디싸인-전주다트교실,52,전북,52110,전주시,,5.21115E+11,전라북도 전주시 완산구 고사평4길 4-21층(서신동),127.1098332,35.8354792,다마647599
디아즈무용학원,48,경남,48120,창원시,555424255,4.81293E+11,"경상남도 창원시 진해구 석동로 58401호(석동, 팰리스타워)",128.7051456,35.1552712,마라097851
디아필라테스,11,서울,11170,용산구,27900810,1.11703E+11,"서울특별시 용산구 서빙고로 17용산센트럴파크 해링턴스퀘어 Mall B동, 2층 97호(한강로3가)",126.9678526,37.5257665,다사529475
디얀요가원,48,경남,48170,진주시,557622209,4.81705E+11,경상남도 진주시 금산면 금산순환로11번길 94층,128.145381,35.2153498,라라587913
디어미피티,11,서울,11410,서대문구,,1.14103E+11,서울특별시 서대문구 모래내로 2213층 디어미피티(남가좌동),126.9236856,37.574185,다사491529
디어필라테스,11,서울,11500,강서구,231020125,1.15002E+11,서울특별시 강서구 공항대로 38-44층(공항동),126.8117603,37.5608514,다사392515
디에이에프씨(DAFC) 더 쎄짐,11,서울,11305,강북구,318235842,1.13054E+11,서울특별시 강북구 한천로143길 22건물( 2층 )  (수유동),127.0241155,37.6407769,다사580602
디에이치꼬모,41,경기,41170,안양시,23467976,4.11713E+11,경기도 안양시 만안구 장내로 724층(안양동),126.9168646,37.3943268,다사483329
디엔디댄스스튜디오,31,울산,31200,북구,,3.12005E+11,울산광역시 북구 당수골5길 701층(호계동),129.3600913,35.6307009,마마684387
디엔엠휘트니스,41,경기,41310,구리시,,4.13103E+11,경기도 구리시 이문안로 31지하1층 디엔엠휘트니스(교문동),127.134825,37.5923571,다사677548
디엠댄스,41,경기,41310,구리시,315525515,4.13104E+11,경기도 구리시 체육관로80번길 32201호(수택동),127.1398931,37.5915815,다사682547
디엠씨(DMC)재활필라테스,41,경기,41210,광명시,262957000,4.12104E+11,"경기도 광명시 하안로288번길 2601,2,3,4,5,6호(하안동)",126.8809621,37.4615359,다사452404
디짐 D Gym PT,11,서울,11320,도봉구,29559682,1.13203E+11,서울특별시 도봉구 마들로 6242층 헬스장(방학동),127.0466493,37.6657881,다사600630
디휴먼브레인센터,41,경기,41170,안양시,255047323,4.11732E+11,경기도 안양시 관악대로272키즈맘빌딩 블루동 560호,126.9530067,37.4018669,다사515337
따숨,11,서울,11215,광진구,,1.12153E+11,서울특별시 광진구 자양로 2842층(구의동),127.0918282,37.5511103,다사639502
땀사우나,48,경남,48170,진주시,557560801,4.81703E+11,경상남도 진주시 문산읍 동부로 561-1땀사우나,128.161768,35.1662936,라라602858
땅끝승마체험장,46,전남,46820,해남군,615369098,4.68205E+11,전라남도 해남군 옥천면 용동길 158땅끝승마체험장,126.6509768,34.5390413,다라220164
또또스포츠센터,48,경남,48250,김해시,553261948,4.82502E+11,경상남도 김해시 금관대로 862또또스포츠센터(명법동),128.841406,35.2057714,마라221908
뚜르드바이크,51,강원,51110,춘천시,,5.11104E+11,강원도 춘천시 칠전서길 82층(칠전동),127.7134042,37.8405163,라사187823
뚜존농구교실,41,경기,41390,시흥시,,4.13902E+11,경기도 시흥시 시흥대로 947-4뚜존체육(미산동),126.7886248,37.4209636,다사370359
뛰놀자 체육교실,41,경기,41390,시흥시,,4.13903E+11,경기도 시흥시 배곧4로 32-94층 406호 뛰놀자체육교실(배곧동),126.7272129,37.3768086,다사315311
뛰어놀자사회서비스센터,11,서울,11680,강남구,286152159,1.16804E+11,"서울특별시 강남구 개포로109길 9대치종합상가 2층 201호(개포동, 대치아파트)",127.075508,37.4946695,다사624440
띠울 볼링 센터(탄방),30,대전,30170,서구,424710923,3.01704E+11,"대전광역시 서구 문정로10번길 401층,지하1층 볼링센터(탄방동)",127.3828866,36.344153,다바894163
라니아무용(댄스)학원,52,전북,52130,군산시,,5.21305E+11,전라북도 군산시 축동안3길 242층 라니아무용학원(수송동),126.7147724,35.9681399,다마292748
라니필라테스,50,제주,50110,제주시,647270501,5.01103E+11,제주특별자치도 제주시 중앙로 3805층 라니필라테스(이도이동),126.5393861,33.4882534,다다107000
라라점핑&힐링다이어트,48,경남,48120,창원시,,4.81215E+11,경상남도 창원시 의창구 북면 무동로226번길 8무동그랜드빌딩 301호 라라점핑,128.5845517,35.3169521,라마985029
라메르폴댄스,26,부산,26710,기장군,244672296,2.67103E+11,부산광역시 기장군 일광읍 해빛로 39-8삼진타워 501호,129.2234156,35.2665512,마라567981
라반필라테스,27,대구,27710,달성군,536356543,2.77103E+11,대구광역시 달성군 화원읍 명천로 2562층,128.4910526,35.798212,라마895562
라비필라테스,11,서울,11740,강동구,,1.17405E+11,서울특별시 강동구 아리수로93나길 54경서프라자 504호(강일동),127.174853,37.5722002,다사712525
라스트점핑핏클럽,11,서울,11320,도봉구,,1.13204E+11,서울특별시 도봉구 도당로13길 192층(방학동),127.0351491,37.6655682,다사590629
라스트짐,29,광주,29155,남구,623510517,2.91554E+11,광주광역시 남구 화정로260번길 344층 라스트짐(월산동),126.8869516,35.1451709,다라441834
라스트핏 점핑,11,서울,11350,노원구,264014614,1.13504E+11,"서울특별시 노원구 동일로237길 40202호(상계동, 대한빌)",127.0530937,37.6736923,다사605638
라엘배드민턴트레이닝센터,41,경기,41610,광주시,232870627,4.16104E+11,경기도 광주시 초월읍 경충대로963번길 11-9라엘배드민턴트레이닝센터,127.3075944,37.3655632,다사829296
라온,48,경남,48240,사천시,,4.82405E+11,경상남도 사천시 정동면 수청2길 192층,128.1100681,35.0578151,라라556738
라온동양태권도장,48,경남,48120,창원시,22483312,4.81255E+11,경상남도 창원시 마산합포구 완월남6길 51층 라온동양태권도(완월동),128.5576737,35.1962338,라라962895
라온아동발달센터,41,경기,41460,용인시,312164474,4.14633E+11,"경기도 용인시 기흥구 흥덕2로 853층(영덕동,우연프라자)(영덕동)",127.0737987,37.275138,다사622196
라온아동청소년운동센터,47,경북,47290,경산시,538151415,4.72905E+11,"경상북도 경산시 남매공원로1길 11,204호 더베스트 (계양동)(계양동)",128.74158,35.8328139,마마121603
라온주니어스포츠클럽(경기광주점),41,경기,41610,광주시,,4.16103E+11,경기도 광주시 오포로 769-18라온주니어 스포츠클럽(추자동),127.22511,37.3610604,다사756291
라온치료교육센터,41,경기,41270,안산시,314018005,4.12733E+11,경기도 안산시 단원구 원포공원1로 59A동 310호(초지동),126.8112341,37.3024975,다사389228
라온클라이밍짐,31,울산,31140,남구,,3.11403E+11,울산광역시 남구 삼산로 48라온클라이밍짐 12층(신정동),129.3130006,35.5333972,마마643278
라온탁구클럽,47,경북,47230,영천시,23377526,4.72305E+11,경상북도 영천시 창신2길 392층 라온 탁구클럽(망정동),128.9565902,35.9897853,마마313779
라온탁구클럽,11,서울,11380,은평구,23840582,1.13803E+11,서울특별시 은평구 서오릉로 115지하(역촌동),126.9192704,37.609786,다사487568
라온태권도,26,부산,26500,수영구,519609411,2.65004E+11,부산광역시 수영구 과정로41번길 65(망미동),129.1038196,35.1751348,마라460878
라온태권도,41,경기,41190,부천시,326742106,4.11963E+11,경기도 부천시 오정구 수도로 652층(삼정동),126.7733558,37.5145358,다사357463
라온태권도,43,충북,43110,청주시,432111537,4.31143E+11,충청북도 청주시 청원구 오창읍 2산단3로 164층,127.4546457,36.7362604,다바959598
라온태권도,48,경남,48220,통영시,556492579,4.82205E+11,경상남도 통영시 무전1길 16씨티빌딩302호(무전동),128.4222395,34.8612745,라라842522
라온플로우요가,43,충북,43110,청주시,432636316,4.31133E+11,충청북도 청주시 흥덕구 사운로 2652층 플로우요가(운천동),127.4731999,36.6512839,다바976503
라온필라테스,41,경기,41280,고양시,319799609,4.12813E+11,경기도 고양시 덕양구 중앙로 4507층 라온필라테스(행신동),126.8455531,37.6184381,다사422578
라온필라테스,11,서울,11560,영등포구,,1.15603E+11,서울특별시 영등포구 가마산로 449-14층(신길동),126.9062965,37.5058079,다사475453
라온핏,47,경북,47190,구미시,249665095,4.71905E+11,경상북도 구미시 산동읍 신당1로2길 15바젤2차 1동 3층 라온핏,128.4317507,36.1555575,라마838957
라움태권도,29,광주,29170,북구,625729163,2.91703E+11,광주광역시 북구 양산택지로 93건물 3층 라움태권도(본촌동),126.8821885,35.2143898,다라437911
라이언 스위밍센터,48,경남,48250,김해시,559090038,4.82505E+11,경상남도 김해시 관동로27번길 21-21라이언 스위밍센터(관동동),128.807841,35.1787786,마라190878
라이언스위밍센터(용당점),46,전남,46150,순천시,617510990,4.61503E+11,전라남도 순천시 삼산로 92-731층 라이언스위밍센터(용당점)(용당동),127.4946972,34.9709309,다라995640
라이온 합기도 검무관,28,인천,28237,부평구,325120308,2.82374E+11,인천광역시 부평구 부흥로243번길 102층 라이온 합기도 검무관(부평동),126.719104,37.4993146,다사309447
라이온경찰합기도,28,인천,28237,부평구,25152449,2.82373E+11,인천광역시 부평구 경인로 871-15층(부평동),126.7172358,37.4851464,다사307431
라이온킹 용인대 태권도장,30,대전,30170,서구,424777888,3.01703E+11,대전광역시 서구 신갈마로 242B102호 라이온킹 용인대 태권도장(갈마동),127.3695829,36.3551304,다바882175
라이온태권도체육관,52,전북,52210,김제시,635486262,5.22105E+11,전라북도 김제시 도작2길 43(신풍동),126.9032234,35.7956852,다마460556
라이징볼,51,강원,51730,횡성군,333427912,5.17303E+11,강원특별자치도 횡성군 횡성읍 횡성로 3432층 라이징볼 볼링경기장,127.9818821,37.48449,라사426429
라이프볼링장,43,충북,43130,충주시,438440909,4.31305E+11,충청북도 충주시 칠금15길 212층(칠금동),127.9227,36.986632,라바376876
라이프탁구클럽,41,경기,41550,안성시,,4.15504E+11,경기도 안성시 서운면 제3공단3길 34-7라이프탁구클럽,127.2678133,36.9732431,다바793861
라이프태권스쿨,46,전남,46150,순천시,617243214,4.61505E+11,전라남도 순천시 해룡면 동명초등길 26라이프태권스쿨(1층),127.5283081,34.9478705,라라025614
라이프테스 필라테스,28,인천,28200,남동구,,2.82004E+11,"인천광역시 남동구 남동대로799번길 34D동301호(구월동, 신영구월지웰시티푸르지오)",126.7069357,37.4542045,다사298397
라이프휘트니스,11,서울,11470,양천구,220567782,1.14703E+11,"서울특별시 양천구 오목로 160지하1층(신정동, 신호아파트)",126.8552338,37.5247036,다사430474
라이프휘트니스,48,경남,48220,통영시,556413651,4.82203E+11,경상남도 통영시 통영해안로 147-152층 라이프휘트니스(도천동),128.4132297,34.8373847,라라834495
라인업점핑,41,경기,41130,성남시,,4.11353E+11,경기도 성남시 분당구 느티로 73204호(정자동),127.1127857,37.3687772,다사657300
라인점핑,11,서울,11260,중랑구,269567372,1.12604E+11,서울특별시 중랑구 공릉로2길 462층 라인점핑(묵동),127.0804153,37.6120269,다사629570
라인짐휘트니스,41,경기,41170,안양시,314769484,4.11734E+11,경기도 안양시 동안구 관악대로287번길 63흥일빌딩 4층 401호(관양동),126.9545501,37.4056563,다사517341
라인필라테스애오개점,11,서울,11440,마포구,23627200,1.14402E+11,서울특별시 마포구 마포대로 204201호 라인필라테스(아현동),126.9565447,37.5520276,다사519504
라인핏100필라테스,51,강원,51130,원주시,337617125,5.11304E+11,강원특별자치도 원주시 개운2길 12층 라인핏100필라테스(개운동),127.9582549,37.3411368,라사405270
라틴피버,26,부산,26230,부산진구,518023699,2.62303E+11,부산광역시 부산진구 서면로 42층(부전동),129.0581347,35.1509356,마라419850
라파셀(점핑운동 및 요가),11,서울,11470,양천구,,1.14703E+11,서울특별시 양천구 은행정로 162층(신정동),126.8599516,37.5210776,다사434470
라파승마장,47,경북,47290,경산시,,4.72903E+11,경상북도 경산시 자인면 원효로 737-6라파승마장,128.8150615,35.8160329,마마188585
라파엘,29,광주,29200,광산구,,2.92003E+11,광주광역시 광산구 월계로 1915층 라파엘필라요가(월계동),126.8464279,35.2136383,다라405911
라파엘브릿지153,27,대구,27140,동구,243370990,2.71403E+11,대구광역시 동구 팔공로 259이시아프라임빌딩301호(봉무동),128.6407859,35.9220657,마마029700
라필라테스,29,광주,29170,북구,25716668,2.91703E+11,광주광역시 북구 양산로 713층 302호 라필라테스(양산동),126.8820231,35.2101111,다라437907
락스타도르 주짓수 스튜디오,41,경기,41190,부천시,,4.11923E+11,경기도 부천시 길주로 137상록그린힐 501호 락스타도르 주짓수 스튜디오(상동),126.757677,37.5061047,다사343454
락온아라관,50,제주,50110,제주시,647237548,5.01103E+11,제주특별자치도 제주시 중앙로 5362층 락온아라관(아라일동),126.5447418,33.4753765,다나112985
란필라테스운동센터,50,제주,50110,제주시,250173035,5.01103E+11,제주특별자치도 제주시 고마로 1285층 란필라테스운동센터(이도이동),126.5420888,33.5030129,다다110016
람보헬스,43,충북,43130,충주시,438462445,4.31303E+11,충청북도 충주시 천변로 2614층,127.9361384,36.9728192,라바388861
랠리탁구장,41,경기,41410,군포시,24512032,4.14103E+11,경기도 군포시 번영로 588랠리탁구장(금정동),126.9409999,37.3619993,다사504293
랠리테니스아카데미,27,대구,27260,수성구,537161838,2.72604E+11,대구광역시 수성구 달구벌대로618길 332-3층(시지동),128.6968883,35.8409207,마마080611
랠리포인트짐,11,서울,11320,도봉구,,1.13204E+11,"서울특별시 도봉구 도봉로136가길 73103동 203호 랠리포인트짐(창동, 북한산한신휴플러스아파트)",127.0427822,37.6559538,다사596619
러브필라테스(LOVE PILATES),41,경기,41170,안양시,313423645,4.11712E+11,경기도 안양시 만안구 시민대로 6501호(안양동),126.934988,37.3832116,다사499317
러쉬피트니스,44,충남,44200,아산시,,4.42003E+11,"충청남도 아산시 배방읍 세교중앙로 105층, 러쉬피트니스",127.0926288,36.7809276,다바636648
러쉬피트니스&PT 불당점,44,충남,44130,천안시,,4.41333E+11,충청남도 천안시 서북구 불당21로 67-182층 러쉬피트니스(불당동),127.1085045,36.8140496,다바650685
럭키당구장,43,충북,43730,옥천군,437326616,4.37303E+11,충청북도 옥천군 옥천읍 삼금로 452층,127.568213,36.3023922,라바061116
럭키헬스,47,경북,47210,영주시,546330833,4.72103E+11,경상북도 영주시 원당로 1473층 럭키헬스(하망동),128.6288889,36.8244769,마바006701
런 주짓수 종합격투기,11,서울,11500,강서구,262157585,1.15002E+11,서울특별시 강서구 공항대로 164류마타워1차 210호(마곡동),126.8255148,37.5593259,다사404513
런공덕,11,서울,11440,마포구,282631157,1.14403E+11,서울특별시 마포구 백범로 178지하1층 런공덕(공덕동),126.950105,37.5438694,다사514495
런광화문,11,서울,11110,종로구,282631157,1.11104E+11,서울특별시 종로구 새문안로3길 30지하1층 런광화문(내수동),126.9733705,37.5727373,다사534527
런마곡,11,서울,11500,강서구,,1.15004E+11,서울특별시 강서구 마곡동로4길 23지하1층 런마곡(마곡동),126.8361991,37.5596431,다사413513
런서울대입구,11,서울,11620,관악구,,1.16202E+11,서울특별시 관악구 남부순환로 1832지하1층(봉천동),126.9535153,37.4807107,다사516425
런스포츠,48,경남,48120,창원시,552862135,4.81213E+11,경상남도 창원시 의창구 사림로 53한우프라자 6층(사림동),128.678524,35.2471881,마라072952
런투유 점핑다이어트,48,경남,48250,김해시,,4.82505E+11,경상남도 김해시 금관대로599번길 122층 201호 런투유 점핑다이어트(내덕동),128.8147596,35.203068,마라196905
런투유점핑다이어트,26,부산,26320,북구,,2.63204E+11,부산광역시 북구 양달로4번길 173층 런투유점핑다이어트(화명동),129.014709,35.2408834,마라378949
런합정,11,서울,11440,마포구,,1.14403E+11,서울특별시 마포구 독막로 18지하2층 런합정(합정동),126.9152457,37.5483282,다사483500
레드락 볼링클럽,44,충남,44210,서산시,416660957,4.42103E+11,충청남도 서산시 서해로 35773층 레드락 볼링클럽(잠홍동),126.4701718,36.7815772,다바081653
레드몽스포츠클럽,31,울산,31110,중구,522814977,3.11103E+11,울산광역시 중구 종가로 7492층 레드몽스포츠클럽(장현동),129.3439277,35.5884088,마마670340
레드복싱클럽,11,서울,11500,강서구,236633112,1.15002E+11,서울특별시 강서구 공항대로 290순봉빌딩 305호(내발산동),126.8397804,37.5581233,다사416511
레몬핏휘트니스,11,서울,11350,노원구,29399967,1.13503E+11,서울특별시 노원구 동일로 16735층레몬핏 휘트니스(상계동),127.0549716,37.6778534,다사607643
레베랑스발레학원,48,경남,48250,김해시,,4.82503E+11,경상남도 김해시 월산로 111-61부곡프라자 407호 레베랑스발레학원(부곡동),128.8010116,35.2033904,마라184905
레벨업점핑다이어트,26,부산,26710,기장군,517278455,2.67103E+11,부산광역시 기장군 정관읍 정관로 391하나프라자 301호,129.1658195,35.3344963,마마513055
레벨업휘트니스,11,서울,11470,양천구,,1.14702E+11,서울특별시 양천구 남부순환로 3415층(신월동),126.8282195,37.5366516,다사406488
레온짐,48,경남,48250,김해시,,4.82503E+11,경상남도 김해시 내외중앙로 306층(외동),128.8666252,35.2325746,마라243938
레인보우음악줄넘기,47,경북,47110,포항시,,4.71113E+11,경상북도 포항시 남구 오천읍 남원로 85-996층 레인보우 음악줄넘기 학원,129.4008451,35.9659672,마마714760
레전드 하랑 태권도장,41,경기,41280,고양시,319012575,4.12853E+11,경기도 고양시 일산동구 숲속마을2로 120레전드하랑태권도(풍동),126.8001292,37.6734472,다사382640
레전드복싱체육관,11,서울,11230,동대문구,222440012,1.12304E+11,서울특별시 동대문구 장한로26길 242층(장안동),127.0729639,37.5714899,다사622525
레전드스포츠,47,경북,47110,포항시,542833311,4.71132E+11,경상북도 포항시 북구 새천년대로 1312레전드스포츠(장성동),129.3905608,36.0752621,마마702881
레전드축구아카데미,41,경기,41430,의왕시,,4.14304E+11,경기도 의왕시 부곡중앙남7길 8-10포레터워 5층 501호(삼동),126.9572767,37.3193156,다사519246
레츠롤주짓수,26,부산,26470,연제구,,2.64703E+11,부산광역시 연제구 과정로 952층(연산동),129.1068854,35.1799821,마라463883
렛츠고동네점핑,41,경기,41390,시흥시,,4.13903E+11,경기도 시흥시 정왕신길로 1412층 렛츠고동네점핑(정왕동),126.7346244,37.3532479,다사322285
렛츠고동네점핑&체온다이어트,41,경기,41390,시흥시,,4.13903E+11,경기도 시흥시 함송로 61보성아파트 상가2층 렛츠고동네점핑(정왕동),126.734171,37.3615018,다사321294
로기핑퐁,41,경기,41830,양평군,,4.18304E+11,경기도 양평군 양평읍 관문길18번길 341002호(원석비바체),127.4964447,37.4920567,다사996436
로뎀필라테스 요가,27,대구,27710,달성군,,2.77103E+11,대구광역시 달성군 옥포읍 비슬로 1929로뎀필라테스 2층,128.4342565,35.7813202,라마844542
로드FC 종합격투기 고려전통무예원,51,강원,51210,속초시,336386611,5.12104E+11,강원특별자치도 속초시 만천7길 13-21층 로드FC 종합격투기 합기도 고려전통무예원(교동),128.5774149,38.2005053,라아943227
로드FCMMA주짓수태권도,41,경기,41270,안산시,28070383,4.12713E+11,경기도 안산시 상록구 안산천동로 170304호(월피동),126.8437219,37.3303472,다사418259
로드짐 강변점,51,강원,51130,원주시,337459679,5.11303E+11,강원도 원주시 늘품로 187-586층 로드짐(단구동),127.9641115,37.3373337,라사411265
